gene	A375_SKIN	A673_BONE	BXPC3_PANCREAS	CADOES1_BONE	CAL120_BREAST	COLO741_SKIN	CORL105_LUNG	EW8_BONE	EWS502_BONE	G402_SOFT_TISSUE	HCC44_LUNG	HS294T_SKIN	HT29_LARGE_INTESTINE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L33_PANCREAS	LNCAPCLONEFGC_PROSTATE	MEWO_SKIN	MHHES1_BONE	NCIH1373_LUNG	NCIH2009_LUNG	PANC0327_PANCREAS	PANC0813_PANCREAS	PANC1_PANCREAS	PATU8902_PANCREAS	PATU8988T_PANCREAS	PC3_PROSTATE	RDES_BONE	SKES1_BONE	SU8686_PANCREAS	T47D_BREAST	TC32_BONE	TC71_BONE	TOV112D_OVARY
FCRL1	0.176750886	-0.035677823	0.005183742	0.099719271	0.087429609	0.059283929	0.093380527	0.045662251	0.255772658	0.094081353	0.094283755	0.120537354	0.077323462	0.23653263	0.251699713	0.069162287	-0.019265868	0.193088389	0.114798714	0.06452329	0.15056499	-0.068747015	0.213757235	-0.011703502	0.037064718	0.092071741	-0.012251905	0.160416439	0.123231888	-0.009951294	0.069445901	0.065646583	-0.043073781
FCRL2	0.085389295	0.050230031	0.137670909	0.176197927	0.226520868	0.227097341	0.026366418	0.167406268	0.236212938	0.057424754	0.260640968	0.165721979	0.095573532	0.271712053	0.270204504	0.114106098	-0.03648101	0.184686433	0.221156227	0.07312767	0.17241093	0.072207994	0.229167335	0.08313174	0.128582497	0.143026419	0.062805677	0.157480093	0.082999734	0.13085515	0.048789316	0.397547969	0.116924131
FCRL3	0.162570446	0.116120905	0.09285414	0.142920448	0.110524631	0.106260547	0.12796562	0.189037555	0.123413971	0.396504066	0.082536818	0.069988261	0.077178605	0.203694583	0.330083309	0.139823647	0.038212875	0.13077697	0.302094663	0.139857007	0.103875199	0.168241943	0.269943883	-0.093007304	0.121367084	0.279023645	0.148561285	0.312612408	0.180191272	0.188840437	0.062299094	0.140136418	0.163333002
FCRL4	0.263322035	0.18355211	0.163440181	0.17488462	0.033055339	0.356902965	0.240188155	0.079666491	0.241639824	0.370514444	0.103079306	0.265236557	0.11142645	0.011211501	0.276242384	0.281651811	0.198959964	0.099022289	0.323116438	0.185901616	0.076897373	0.246725149	0.306962324	0.029033234	0.265546838	0.203983606	0.233075376	0.417659368	0.168725048	0.119665297	0.454018868	0.101062464	0.379393157
FCRL5	0.210574433	0.069448735	0.20781258	0.200052395	0.227751954	0.298673407	0.137095224	0.232537994	0.286311415	0.140475121	0.172423869	0.133419635	0.05452491	0.1609328	-0.167280919	0.190466793	0.158533989	0.069311499	0.18090422	0.203760604	0.267060542	-0.044587181	0.176710692	0.272024513	0.172888342	0.366472192	0.361216282	0.42455437	0.032699457	0.199219988	0.29088753	0.088973823	0.111036554
FCRL6	0.021655469	0.095690284	0.025816821	0.136988565	-0.048598876	0.121222929	-0.017499488	0.124201732	0.028149027	0.043086619	0.103103649	-0.074101937	0.038638738	0.132482091	0.238420217	-0.097217677	0.021227353	0.213690226	0.009315243	0.014271133	0.148421598	0.077812117	0.256667194	0.045027495	0.174608514	0.183828811	0.118269637	0.167762958	0.053539596	0.074345688	-0.005459093	0.176858843	0.150549701
FCRLA	0.118491439	-0.044782827	0.023332802	0.0713005	0.112421709	0.153600248	-0.037618288	0.052700038	0.141061863	0.025314983	0.028798014	-0.013881019	-0.012459234	-0.023719341	0.030483846	0.063025757	0.112115124	-0.090990694	-0.040135969	0.071774728	-0.01543168	0.020981843	0.142448722	-0.071567364	0.103040978	0.065805849	0.065930998	-0.081302035	0.088485755	0.012640794	-0.16588068	0.056872143	0.067015353
FCRLB	-0.150213453	-0.237809302	-0.135602254	-0.216539739	-0.090240565	-0.120858969	-0.207597468	-0.110124853	-0.094856179	-0.14421684	-0.037043645	-0.308148279	-0.101571297	-0.200879464	-0.449860642	-0.266035549	-0.104276129	-0.214595667	-0.084772138	-0.140446731	-0.222797878	-0.133845563	0.08863151	-0.251352346	-0.066605417	-0.42977999	-0.185506826	-0.161162298	-0.074900793	-0.214893484	-0.515843489	-0.137436319	-0.187893645
FDCSP	0.047418458	0.014256633	0.027814397	0.063960217	0.009811855	0.062032775	0.059719707	0.070890406	-0.080116775	-0.073431737	0.01681497	0.029772315	0.070035639	0.30408471	-0.246099574	0.053940077	0.09116325	-0.081898806	0.380588705	-0.067434373	-0.081820581	-0.057825561	0.015800076	-0.011213747	0.103042818	-0.084323384	-0.094949084	0.043697138	0.001552886	-0.012253789	0.003039513	-0.172064195	0.012703981
FDFT1	0.324088996	0.221119599	0.162490093	0.189178315	0.373333191	0.259114742	0.158540831	0.185687026	0.203548725	0.324512572	0.215430119	0.312423478	0.111676425	0.293746526	0.346009556	0.267768674	0.40167733	0.2589443	0.588058029	0.217755726	0.103131977	0.103571496	0.093881163	0.424008185	0.154614518	0.394479722	0.368595055	0.322851839	0.213480285	0.228194329	0.137850838	0.298175138	0.44101291
FDPS	-0.423819513	-0.619300801	-0.429946303	-0.794090187	-0.656153789	-0.538765369	-0.44067195	-0.534787254	-0.470011243	-0.476517295	-0.62746143	-0.813552464	-0.767609932	-0.799809454	-0.657942042	-0.62343608	-1.02819061	-0.330036017	-0.783185374	-0.67360023	-0.984885487	-0.536807977	-0.26287356	-0.616948729	-0.605189363	-0.97517192	-0.478730935	-0.507502057	-0.548158532	-0.47784161	-0.762229969	-0.736001328	-0.534211272
FDX1	-0.58541039	-0.474013412	-0.514459081	-0.632926247	-0.543420738	-0.532816313	-0.774760323	-0.814901802	-0.517378035	-1.021990305	-0.543945935	-0.927465551	-0.556693496	-0.691260928	-0.774754345	-0.604082514	-0.54727495	-0.568737143	-0.73311369	-0.429875627	-0.422335454	-0.679057608	-0.20659142	-0.502489233	-0.417759621	-0.738537998	-0.622108664	-0.615861149	-0.279381536	-0.862613715	-0.90625816	-0.413278454	-0.725608217
FDX1L	-0.821512142	-1.093793142	-1.396327392	-0.666744677	-1.150796327	-1.028220122	-1.061437586	-0.959318911	-1.066471138	-0.840746747	-1.104884106	-1.047386439	-1.168879376	-1.051116429	-1.338377872	-0.99878779	-1.077086166	-0.939692911	-1.028797632	-1.215088414	-1.303127728	-1.150531536	-0.940587841	-0.896227164	-1.03412387	-1.350881946	-0.944790975	-0.94481329	-1.093350013	-1.08221265	-1.030089589	-1.132050698	-0.748153316
FDXACB1	-0.294543095	-0.411911611	-0.225530317	-0.510110092	-0.385262281	-0.403307083	-0.173505657	-0.438083739	-0.367107872	-0.210562262	-0.361361478	-0.417956484	-0.182962803	-0.332184908	-0.381005322	-0.520466318	-0.284752091	-0.458377096	-0.400760228	-0.3112151	-0.314612602	-0.230351279	-0.208886459	-0.386854124	-0.114958835	-0.729530911	-0.434534892	-0.330384491	-0.235221571	-0.344333607	-0.613707123	-0.478715378	-0.400363647
FDXR	-0.691706805	-1.052255325	-0.640943915	-0.450527649	-0.641216751	-0.776306134	-0.610342724	-0.704375129	-0.792138529	-0.746116183	-0.867170149	-0.686903568	-0.778683645	-0.699688806	-0.980275888	-0.804859479	-0.450063404	-0.579949032	-0.508265309	-0.774154536	-0.754319447	-0.932922504	-0.828252586	-0.735403001	-1.025486417	-0.660103514	-0.282017815	-0.481512437	-0.744883943	-0.658638845	-0.564163787	-0.944562354	-0.761792963
FECH	-0.095381917	-0.102868495	0.047450809	-0.052470655	-0.017379684	-0.061278337	0.025763525	0.256684396	-0.000246134	0.051237386	-0.039817624	-0.004022096	-0.015239622	-0.023681222	0.133775811	-0.047241614	0.00195803	0.255702525	0.221100747	0.076100796	0.033454319	-0.186453943	0.091780976	0.028416759	0.068580044	-0.292417472	0.162819163	0.108093853	-0.100920156	0.038554739	-0.029787596	-0.003338379	-0.146989995
FEM1A	-0.09480774	0.076260551	0.028269015	0.095354355	0.103012749	0.190015945	-0.042808379	0.095543142	-0.043668025	0.048921536	0.095370257	0.117105138	0.085562613	0.088113406	0.318343856	0.033401095	0.242661523	0.027597177	0.115182727	0.110897516	0.082242736	0.058060466	-0.010283039	-0.022546021	-0.084624634	-0.226058043	0.122023531	0.271541981	-0.116433908	0.025703343	0.075907713	0.124739519	0.119095521
FEM1B	-0.059892519	0.24232337	0.327151448	0.230558427	0.228516423	0.141815916	0.00358191	0.097627831	0.076465168	0.069298389	-0.042389118	-0.015411412	0.136074323	0.061007933	0.254047518	0.031418937	0.120889691	-0.010879511	0.21445277	0.098206967	0.200746716	-0.032675226	0.258529742	0.043530451	0.143104749	0.092828618	0.118963605	0.020486016	0.024085604	0.090930143	-0.090875071	-0.031708672	0.181501668
FEM1C	0.078958236	0.126935483	0.09191389	0.279659577	0.159149322	0.290955184	0.069735238	0.102312916	-0.001502854	0.114378694	0.132219177	-0.107871112	0.012681242	0.134487379	-0.018436827	0.069565172	-0.005925208	0.086085456	0.118639166	0.072585699	0.103236497	0.081886372	0.139228471	0.196618925	-0.061073458	0.008216295	0.157064387	0.076317323	0.00147052	0.17942698	0.222669087	0.203504878	0.168504157
FEN1	-1.119670574	-1.045909402	-0.844170363	-0.928283264	-0.878120244	-0.738589919	-0.506585793	-0.970635381	-0.988034397	-1.084064991	-0.549631207	-1.032490968	-0.674435294	-1.013252683	-0.870667398	-0.94087361	-0.837722736	-1.230547023	-0.992519361	-0.874680752	-0.90383442	-0.782261041	-0.699176384	-0.598439721	-0.736488384	-0.816064556	-0.737731891	-1.071558436	-0.936266065	-0.684055604	-1.067839679	-1.225578597	-0.934196944
FER	0.27872379	0.137941152	0.143345073	0.354597374	0.532517097	0.239870502	0.203403116	0.129565449	0.138238995	0.154604883	0.262337359	0.017782036	0.217221831	0.307568695	0.239789747	0.288537561	0.178506167	0.192623669	0.311063799	0.064195214	0.096259246	0.109946503	0.175329731	0.124884596	0.227015215	0.330867919	0.262073161	0.207932022	0.076625284	0.200885516	0.385237936	0.330680272	0.282900883
FER1L6	0.006492267	-0.061755825	0.014835565	-0.049115145	-0.142016593	-0.004120435	0.027843361	-0.051388042	0.030919514	0.158477988	0.012916206	0.146634748	-0.038046981	-0.000853132	0.160475802	0.041410991	-0.069901792	0.007405588	0.025542957	-0.034794286	0.063601862	-0.033857243	0.003164819	-0.022830106	0.02949963	-0.110757944	-0.105819199	-0.025981498	-0.031030367	0.12191145	0.014504331	-0.138014144	-0.084639499
FERD3L	0.257633871	0.287951827	0.252910238	0.311268411	0.305530009	0.412001489	0.154187184	0.375164671	0.247317516	0.295964667	0.267627568	0.201338466	0.177576159	0.44229682	0.520528958	0.350724506	0.318577997	0.265302635	0.466911025	0.238465873	0.297392485	0.25429431	0.261143031	0.202536285	0.239724417	0.595359721	0.312850396	0.499511731	0.265087917	0.367955834	0.46317866	0.424415089	0.31182211
FERMT1	0.312731561	0.227187072	0.199759974	0.226165929	0.318864116	0.239880985	-0.001028752	0.13534413	0.158514187	0.277813592	0.128840104	-0.013343372	-0.176787185	0.114640422	0.199325423	0.154928323	0.020807895	0.291756882	0.236909755	0.095844869	0.037770787	-0.613401239	0.110026877	-0.369713757	0.096261864	0.410617185	0.337399173	0.313125452	0.053789126	0.25093769	0.239105684	0.112164228	0.21170458
FERMT2	-0.4514252	-0.636212914	-0.137398419	0.192259021	-0.983758694	-0.287400631	-0.435737454	-0.362837333	-0.453879598	-0.419407542	-0.735870926	-0.753531375	-0.115090197	-0.243704233	-0.190294274	-0.216552555	-1.056509647	-0.488420544	-0.40071165	-0.454230847	-0.596033984	-0.125348417	-1.115303215	-0.170018822	-0.613494793	-0.7198018	-0.290870666	-0.072732907	-0.291776522	-0.221161632	-0.28796814	-0.164162641	-0.641332693
FERMT3	0.039323572	0.206186395	0.268725914	0.082806138	0.114517177	0.150575725	0.127098646	0.103190329	0.057371541	0.043135931	0.015222764	0.243474026	-0.094759752	0.03832756	0.23364331	0.042779353	-0.082951362	0.013582859	0.149947602	0.045968302	0.146840155	0.23566826	0.237541516	0.099779626	0.052683557	0.3107543	0.153900097	0.216246174	0.230307166	-0.010943022	0.134473093	0.20824197	0.135858479
FES	-0.183102503	-0.293298951	-0.281496962	-0.312163563	-0.218234927	-0.344567287	-0.115328801	-0.294613709	-0.207221525	-0.306103304	-0.309214147	-0.250759774	-0.162393458	-0.159313374	-0.132792537	-0.226076443	-0.363719863	-0.23554312	-0.070519007	-0.083500279	-0.207114132	-0.117420777	-0.167375289	-0.422628899	-0.193748698	-0.164330813	-0.42617908	-0.337591729	-0.17675593	-0.24557465	-0.329972752	-0.385379329	-0.328356398
FETUB	0.249314466	0.475602746	0.45184635	0.473458513	0.316015993	0.457724263	0.442451792	0.407787297	0.366058488	0.455409549	0.349803664	0.402950823	0.312912998	0.347024072	0.422770565	0.468236179	0.30177485	0.463773708	0.444382856	0.234253889	0.292545866	0.302895721	0.256162743	0.316989262	0.353482784	0.477985621	0.459197717	0.438489132	0.345539338	0.464256445	0.358712667	0.629950135	0.278694482
FEV	-0.083574465	-0.231401869	-0.284888155	-0.231135874	-0.146770165	-0.328623344	-0.265656221	-0.229976175	-0.390019219	-0.323919509	-0.194930952	-0.219529684	-0.140369417	-0.150828757	-0.343263945	-0.221503132	-0.269475514	-0.226066828	-0.35707995	-0.188278797	-0.371400727	-0.17520612	-0.233829501	-0.126716708	-0.104060434	-0.307825457	-0.087239519	-0.179267374	-0.249291618	-0.161368282	-0.296253147	-0.274444554	-0.146290206
FEZ1	0.156202126	0.306951175	0.340719697	0.380327526	0.311338227	0.209804933	0.230844419	0.37278588	0.241017749	0.319069339	0.309878609	0.363770284	0.273250202	0.397332203	0.429162322	0.291931241	0.264068286	0.262158831	0.428916784	0.235754748	0.16995857	0.285333766	0.288406482	0.346179721	0.409918453	0.357234357	0.282342387	0.415468939	0.191760288	0.357277539	0.378522075	0.502955755	0.33936867
FEZ2	-0.018401784	0.017360176	-0.03615898	0.048403027	0.031301539	0.205736935	-0.081158349	-0.029022486	-0.036764201	-0.119973021	-0.075772731	-0.067090002	-0.078704943	0.007753632	0.233458977	-0.018889276	0.109975369	-0.01181856	0.015525905	0.00510244	-0.003164153	-0.044569267	0.01528785	-0.014840322	0.082252493	0.30121707	0.003762113	0.135828668	0.084961674	-0.134353172	-0.163850259	0.089808407	-0.077005395
FEZF1	-0.092589956	-0.237760446	-0.103285206	-0.223653431	-0.084789107	-0.051952653	-0.030325213	-0.140596278	-0.169522663	0.005286538	-0.07706981	-0.110749275	-0.074195117	0.02956109	0.002589871	-0.095176917	-0.08647248	-0.174770777	0.039381339	-0.079598797	0.00028907	0.017616574	-0.020991359	-0.050412481	-0.016585513	-0.135383725	-0.233513524	-0.162950161	0.036324609	-0.077324593	-0.207254247	-0.396978503	-0.038130576
FEZF2	0.1607083	0.200381704	0.184629465	0.296863126	-0.002403566	0.223846841	0.174065608	0.076942567	0.101495087	0.09923198	0.056170535	0.103548315	0.085542565	0.150946211	-0.114195454	0.2480911	0.014432506	-0.022612335	0.015232778	0.173509792	0.191155456	0.00114709	0.073369685	0.214876176	0.034807272	0.251665405	0.168403192	0.29558732	0.05708081	0.182883391	0.174683666	0.309739379	0.293183878
FFAR1	0.031823196	-0.072718109	0.149211079	-0.043059318	0.142668484	0.055564373	-0.033790787	-0.15812771	-0.032323393	0.068992089	0.113614309	-0.192982358	-0.010293457	-0.029403221	-0.051211149	-0.004333181	-0.015100496	0.107281201	0.003713584	0.143811263	0.081498905	-8.93E-05	-0.010332339	-0.014603528	-0.148018356	-0.045682063	-0.037749552	-0.312484617	-0.103938347	-0.12083962	0.093031443	-0.039562904	-0.17934432
FFAR2	-0.201449311	-0.298107729	-0.179468716	-0.246403519	-0.041310931	-0.204779001	-0.221366318	-0.304198672	-0.195573306	-0.147398327	0.007890405	-0.340838722	-0.17161238	-0.24386926	-0.297586315	-0.253111053	-0.179806654	-0.111827821	-0.27501218	-0.078592066	-0.108571994	-0.182992679	-0.073063229	-0.169706287	-0.259023693	-0.207604926	-0.192810659	-0.259162386	-0.232914677	-0.212462531	-0.230471072	-0.17141319	-0.191188143
FFAR3	-0.145111977	0.128368932	0.227933341	-0.007979733	0.107507083	0.181576211	-0.133465066	0.003810241	-0.146150979	0.146097066	0.196881073	-0.049029717	0.049309942	0.191734783	0.202780094	0.152371944	0.153411777	-0.177922994	-0.017752185	-0.055129646	0.054736948	-0.091947409	0.057889101	0.108320369	0.000169997	0.255315639	0.198624361	0.103797086	-0.046787075	0.064396881	0.101602075	0.19928808	0.14581327
FFAR4	0.188949089	0.242865213	0.321398487	0.407404546	0.05693988	0.18368245	0.272562849	0.174179073	0.2265072	0.18377474	0.047061748	0.140359293	0.05573506	0.094494007	0.105269266	0.206256422	0.166960435	0.220838169	0.142802206	0.15611037	0.351338835	0.13108909	0.198484412	0.149430273	0.11525014	0.073078219	0.174277419	0.23843258	0.15049224	0.178879679	0.271624382	0.224333699	0.150641585
FGA	0.070736714	0.057464579	-0.03899146	0.032997574	-0.036525787	-0.045993685	-0.049625213	-0.0361043	-0.058165778	-0.10749631	0.063165264	-0.10228783	-0.059727892	0.026570126	0.055552982	-0.058399851	-0.167520629	0.059342896	-0.026197389	0.071912971	-0.119811364	0.041933934	0.078905641	0.074598071	-0.072318667	-0.122748259	-0.047470508	0.044662343	0.105878804	0.063157208	-0.021115808	-0.111347722	0.033871531
FGB	0.20368773	0.280244645	0.197454228	0.278570925	0.289301084	0.243489831	0.152964098	0.118383109	0.099805527	0.209894314	0.201514653	0.198287122	0.11909807	0.241719634	0.456477442	0.291667611	0.174177614	0.168315275	0.320310071	0.254614292	0.056040314	0.256965724	0.142204788	0.147130655	0.006482652	0.198909363	0.200154501	0.364102135	0.161127683	0.15021572	0.401477505	0.261984072	0.242532113
FGD2	-0.046006616	-0.132788342	-0.035527752	-0.025618494	-0.065895414	-0.048773443	-0.079356792	0.015609187	-0.148281972	-0.118224977	-0.084211242	-0.122938771	-0.036589974	-0.314948133	-0.04163769	-0.04643816	0.021927465	-0.206771176	-0.281541058	0.00225835	-0.286087657	0.018114446	-0.130240007	-0.14848751	-0.081585399	-0.148247411	-0.063354438	-0.002270756	-0.146683998	-0.168280307	-0.111354749	-0.059644882	0.016068396
FGD3	-0.067577919	-0.16250286	-0.100499223	-0.259955921	-0.239743449	-0.183802815	-0.040511752	-0.069304329	-0.086984068	-0.16601299	-0.062415859	-0.255362921	-0.109821013	-0.120453589	-0.191521173	-0.288796003	-0.213277731	-0.025267278	-0.207147907	-0.130063439	-0.090074548	-0.020895271	-0.417819487	-0.03999619	-0.224196327	-0.429366836	-0.297229161	0.064646761	-0.10703192	-0.117552036	-0.186710178	-0.114087544	-0.190318739
FGD4	0.118739801	0.194515242	0.133053208	0.225693756	0.089203303	0.168004633	0.138392509	0.098896257	0.132302637	0.193978907	0.104278513	0.233129013	0.19381406	0.135511921	0.197671084	0.03132884	0.171248966	0.229266125	-0.052746744	0.03821545	0.117947839	-0.042329713	0.017323179	0.114189871	0.143405879	0.333191995	0.15999119	0.220214275	0.164466044	0.281495084	0.090238596	0.305262914	0.219927654
FGD5	0.118772001	0.067999773	-0.025381059	0.067450696	0.040328071	0.251164994	0.054387855	-0.05058887	0.016558253	0.02276676	-0.063417213	0.032941036	0.078012555	0.083197604	0.111237025	0.055988187	0.164150547	0.078142703	-0.088882223	-0.009585698	-0.04509324	-0.015558928	-0.008385245	-0.071768848	-0.021566121	-0.038209667	0.098121309	0.130094011	-0.078358345	0.107256563	-0.018189362	0.250524013	-0.03221302
FGD6	-0.092695804	-0.159027035	-0.096730398	-0.144910448	-0.20845357	-0.202245637	-0.139779926	-0.194659414	-0.135349095	-0.028915509	-0.311113253	-0.224378669	-0.124933657	-0.108438188	-0.036742563	-0.221277922	-0.193585774	-0.024285223	-0.276389047	-0.14353918	-0.340139507	-0.257200768	-0.045084063	-0.15804851	-0.234783676	-0.224086806	-0.187390892	-0.254004692	-0.064168489	-0.11663377	-0.342773132	-0.227234308	-0.073831747
FGF1	-0.203375721	-0.164596821	-0.2190014	-0.245453193	-0.176437531	-0.168813354	-0.12083681	-0.235457122	-0.337760023	-0.387154171	-0.222982418	-0.089927072	-0.16463097	-0.297353747	-0.239525113	-0.163940779	-0.181864437	-0.207683565	-0.489513838	-0.19674692	-0.222099624	-0.108078325	-0.273664193	-0.289760337	-0.061883921	-0.137170835	-0.178123447	-0.066070933	-0.145235932	-0.302363392	-0.133584396	-0.267515291	-0.105580835
FGF10	0.348683023	0.463630092	0.426180014	0.423610613	0.482499408	0.34406805	0.334062108	0.422846946	0.232038225	0.335308327	0.354870572	0.438086287	0.274101121	0.554162421	0.633933049	0.414695612	0.44227326	0.442586976	0.56573048	0.448299105	0.259903562	0.311545563	0.372244883	0.352729488	0.337707513	0.389809638	0.440610178	0.392827149	0.261962563	0.471398579	0.508928576	0.545282128	0.488643781
FGF11	-0.185249235	-0.258769934	-0.126720041	-0.123517526	-0.236679953	-0.223438366	-0.105238317	-0.061400095	-0.099377082	-0.417156217	-0.207985605	-0.200111835	-0.181426724	-0.159242775	-0.314641282	-0.224190539	0.017565486	-0.301639513	-0.138668028	0.004070212	-0.166716931	-0.071541512	-0.425542612	-0.198248762	-0.219734644	-0.328931287	-0.021249752	-0.221668325	-0.059110547	-0.211765684	-0.28399918	-0.386069351	-0.22753445
FGF12	0.132401649	0.11897793	0.190762191	0.166255995	-0.110613032	0.094066975	0.159681486	0.116947353	0.144756509	0.057891601	0.234772489	0.290718714	0.109128688	0.052015439	0.233916035	0.061630038	0.034196873	0.196122643	0.064972985	0.206124337	0.224516708	0.199212992	0.099578871	0.100271322	0.163647276	0.154632039	0.091378938	0.314252922	0.123740815	0.162958149	0.114864914	0.250329464	0.200141072
FGF14	-0.214765579	-0.229732361	-0.149427925	-0.31373655	-0.238509812	-0.319382434	-0.084396192	-0.069033666	-0.315260282	-0.265129209	-0.188069104	-0.293451229	-0.119289896	-0.094464524	-0.292776154	-0.221870537	-0.138575738	-0.076911527	-0.13452094	-0.253480009	-0.235349583	-0.124594473	-0.145936826	-0.278958566	-0.066204679	-0.100238486	-0.272703776	-0.265118508	-0.021593972	-0.1100991	-0.500164794	-0.536007114	-0.081193187
FGF17	-0.238090609	-0.318914593	-0.324644635	-0.325545073	-0.208844799	-0.360333588	-0.265277943	-0.234052319	-0.253283882	-0.278175116	-0.293673466	-0.476482006	-0.209820934	-0.326718836	-0.364841211	-0.324377773	-0.333821266	-0.390536635	-0.158060047	-0.146771781	-0.254544083	-0.189420559	-0.303628837	-0.160043132	-0.06811458	-0.469574015	-0.42086454	-0.371655774	-0.179981415	-0.234728997	-0.448236964	-0.466013564	-0.236919639
FGF18	0.092703238	-0.013953806	0.105766764	0.03471279	0.043489929	0.069039199	-0.045149033	0.087900833	0.060175247	0.084828542	0.011129742	0.308986983	-0.010268392	0.036535369	0.093108474	0.058491957	0.204448132	0.168302494	0.128918673	0.08025426	0.118642688	0.080864003	-0.046179356	0.063357711	0.0592748	0.056840233	0.083212544	0.212946489	0.044644396	0.084687625	0.136650226	0.060539132	0.10120265
FGF19	-0.424229678	-0.645418218	-0.366005628	-0.509588219	-0.42716633	-0.30611528	-0.485827898	-0.497470659	-0.401744486	-0.423994311	-0.314209915	-0.451077625	-0.269445341	-0.438894135	-0.746991589	-0.274953179	-0.510428964	-0.569317951	-0.685538632	-0.231169991	-0.33058801	-0.219965009	-0.269397821	-0.431056542	-0.091510144	-0.376159463	-0.724201286	-0.550834222	-0.235520089	-0.513833994	-0.565087653	-0.604388035	-0.565532396
FGF2	-0.063409801	-0.112754275	0.050627758	-0.095032357	0.03128858	-0.138158531	0.057849374	-0.048469637	-0.072800443	-0.032614543	-0.113136155	-0.016195409	-0.057113068	0.075518995	-0.128309367	0.079739576	-0.112569324	0.087900693	-0.003612476	-0.022600245	-0.036770804	0.008426379	-0.045291503	-0.01105976	-0.115060025	-0.08297662	-0.168059726	-0.201333707	-0.026199537	-0.039698758	-0.054249883	-0.091960903	-0.042717551
FGF20	0.017163686	0.064560135	0.126316756	0.018878504	0.20679653	-0.09404933	0.155070015	0.195353776	0.104175357	0.077826981	0.046892978	0.042902775	0.049028945	0.021680695	-0.003811667	-0.050555453	0.099229444	0.008143171	0.235523274	0.02020647	0.126224325	0.016494749	-0.051183288	0.103429031	0.01176364	0.037996858	0.096653919	0.045480341	0.129855421	0.078059766	0.040327742	0.054699099	0.008630601
FGF21	-0.270041795	-0.061458485	-0.120313189	-0.106340891	-0.059601423	-0.072197676	-0.124293567	-0.042674651	-0.106077366	-0.211294335	0.111218567	-0.067747195	-0.162560248	-0.324464377	0.264925657	-0.04494073	-0.030676146	-0.080402062	-0.030190047	0.10626459	-0.121721389	-0.066013653	0.151408152	-0.12247445	-0.298575101	-0.064095984	-0.042676896	0.034356645	-0.141151249	-0.130593624	-0.034307995	-0.084835735	-0.231843042
FGF22	-0.13846815	-0.119602233	-0.14758513	0.005759226	-0.037136549	0.012466402	0.032582698	0.025084647	-0.124255222	-0.05290091	0.018723179	0.025069548	-0.176456055	-0.058261343	0.127980735	-0.185651371	-0.241445417	0.006392678	0.290581089	0.063741751	-0.105469554	-0.027683684	-0.088845484	0.029907062	0.001433839	-0.189540057	0.00060422	-0.128062346	0.082271778	-0.1051722	-0.094835987	-0.159417297	-0.187591916
FGF23	0.030454294	-0.037951017	0.00543244	-0.003752314	0.147129665	-0.170822051	0.044112996	0.015609356	0.009597739	0.079001308	-0.06679322	0.071799511	-0.006572074	-0.045108873	-0.09592177	-0.026768503	-0.026322616	-0.112662458	0.136724258	-0.082151321	0.255786952	0.111424477	0.019388086	0.003566709	0.024293982	-0.304540042	-0.011700918	0.025864844	0.03492685	0.019197986	-0.025255639	-0.039707532	-0.095249594
FGF3	-0.204097043	-0.090591163	-0.27251566	-0.442891179	-0.210743528	-0.205321233	-0.171580731	-0.272770709	-0.139614068	-0.267298056	-0.17285542	-0.168087619	-0.12112154	-0.151387228	-0.332458248	-0.171449741	-0.310791367	-0.187974658	-0.240658603	0.063292483	-0.250049021	0.009337495	-0.089117019	-0.126366157	-0.21729646	-0.252271241	-0.367573391	-0.259013474	-0.036302958	-0.143240307	-0.34513775	-0.296220293	-0.248324573
FGF4	0.294988355	0.493606206	0.354004896	0.401645278	0.361068129	0.397095434	0.27249878	0.206534608	0.179082205	0.249311787	0.354355077	0.508620569	0.168696573	0.354696974	0.401253746	0.411155852	0.423488165	0.167384497	0.353384181	0.298818286	0.32160785	0.258493411	0.327861205	0.400661789	0.236895656	0.574450764	0.306432531	0.498381729	0.218261999	0.310006717	0.351654914	0.583456409	0.320505056
FGF5	0.088361748	0.161251254	0.169595317	0.228436979	0.234959963	0.250662388	0.208975556	0.158900807	0.042794725	0.143493617	0.142884775	0.232871725	0.110622187	0.142320852	0.160907155	0.266309666	0.256872941	0.201343068	0.07117415	0.005648829	0.050443995	0.115524598	0.056843731	0.08154678	0.157950171	0.194345299	0.128304982	0.237743777	0.058884824	0.123249257	0.173713569	0.327221896	0.235769795
FGF6	-0.026329947	0.320011751	-0.009587481	-0.101278648	0.057073896	0.022169702	0.106883875	0.263662629	0.18873428	0.193021334	0.100325166	-0.023898499	0.133319317	0.259635975	0.144647566	0.169836232	0.232740919	0.052892148	0.202851223	0.094191574	0.035774777	0.097875729	0.098992321	0.061759911	-0.024500726	-0.02193122	0.107591499	-0.035894996	0.077013179	0.180007202	0.234049423	0.129425582	0.238359522
FGF7	0.158567495	-0.007882452	0.075788519	0.164702255	0.296732724	0.005601564	0.087323366	0.107828676	-0.061178945	0.219544024	0.000206201	0.032831341	0.067323789	0.083639282	0.13371344	0.069975481	0.151868554	0.152235425	0.276614419	0.057141987	-0.102856496	0.152702528	0.210240945	-0.007132937	-0.0051505	0.144487935	0.136818024	0.141206154	-0.015541339	0.079831894	0.099168461	0.094705255	0.198945522
